,NITROGEN SHARE IN NPK (Percent),PHOSPHATE SHARE IN NPK (Percent),POTASH SHARE IN NPK (Percent),LENGTH OF GROWING PERIOD DAYS (Number),TOTAL AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),ANNUAL RAINFALL (Millimeters),crop_name,crop_yield
3494,63.3,34.62,2.07,82.0,1774.94,1650.7,131.31,493.43333333333334,WHEAT YIELD (Kg per ha),2543.52
3495,62.11,34.35,3.54,82.0,1774.94,1512.85,120.58,493.43333333333334,WHEAT YIELD (Kg per ha),2655.38
3496,60.09,37.1,2.81,95.0,1233.08,887.02,136.73,670.3,WHEAT YIELD (Kg per ha),1811.66
3497,66.08,31.82,2.11,95.0,1233.08,701.8,114.29,645.9,WHEAT YIELD (Kg per ha),2209.86
3498,62.86,35.3,1.84,95.0,1233.08,721.17,119.08,505.9,WHEAT YIELD (Kg per ha),2531.17
3499,71.54,27.42,1.04,95.0,1233.08,819.15,130.8,538.5,WHEAT YIELD (Kg per ha),2734.67
3500,65.66,33.07,1.27,95.0,1233.08,694.05,116.97,538.4,WHEAT YIELD (Kg per ha),2006.02
3501,64.94,33.95,1.12,95.0,1233.08,726.05,120.07,572.0,WHEAT YIELD (Kg per ha),2573.95
3502,66.14,32.95,0.91,95.0,1233.08,894.42,138.99,578.5,WHEAT YIELD (Kg per ha),2873.37
3503,53.98,43.65,2.37,95.0,1233.08,839.77,128.47,578.5,WHEAT YIELD (Kg per ha),2638.02
3504,68.21,30.45,1.33,180.0,1001.45,756.09,153.19,818.3,WHEAT YIELD (Kg per ha),3858.12
3505,69.91,29.12,0.97,180.0,1001.45,737.5,150.38,820.7,WHEAT YIELD (Kg per ha),3625.66
3506,71.31,28.3,0.39,180.0,1001.45,740.47,149.82,700.7,WHEAT YIELD (Kg per ha),3616.45
3507,77.09,22.91,0.0,180.0,1001.45,739.87,149.73,940.0,WHEAT YIELD (Kg per ha),3309.55
3508,72.39,27.01,0.6,180.0,1001.45,710.01,144.18,731.3,WHEAT YIELD (Kg per ha),3465.45
3509,77.51,22.14,0.35,180.0,1001.45,719.72,153.31,574.4,WHEAT YIELD (Kg per ha),3437.89
3510,80.55,19.16,0.3,180.0,1001.45,758.55,155.16,764.2333333333332,WHEAT YIELD (Kg per ha),4072.57
3511,75.57,23.81,0.63,180.0,1001.45,685.31,157.3,764.2333333333332,WHEAT YIELD (Kg per ha),4089.7
3512,67.04,30.4,2.55,90.0,774.24,846.57,158.04,820.5,WHEAT YIELD (Kg per ha),3421.38
3513,68.76,29.45,1.79,90.0,774.24,776.74,147.64,635.2,WHEAT YIELD (Kg per ha),2923.16
3514,75.02,23.44,1.54,90.0,774.24,748.5,143.74,641.4,WHEAT YIELD (Kg per ha),3268.65
3515,79.34,20.41,0.25,90.0,774.24,787.11,150.19,517.5,WHEAT YIELD (Kg per ha),3269.46
3516,77.51,21.4,1.09,90.0,774.24,746.86,144.91,510.6,WHEAT YIELD (Kg per ha),3490.26
3517,75.17,23.61,1.22,90.0,774.24,722.33,141.73,625.2,WHEAT YIELD (Kg per ha),3500.38
3518,76.28,22.88,0.84,90.0,774.24,716.36,140.97,625.0666666666667,WHEAT YIELD (Kg per ha),3625.12
3519,73.82,24.82,1.35,90.0,774.24,686.22,136.06,625.0666666666667,WHEAT YIELD (Kg per ha),3320.37
3520,76.9,22.68,0.42,120.0,517.95,240.56,143.25,1447.4,WHEAT YIELD (Kg per ha),2928.81
3521,80.08,19.45,0.46,120.0,517.95,232.71,142.44,1080.9,WHEAT YIELD (Kg per ha),2714.9
3522,73.92,23.49,2.6,120.0,517.95,229.83,140.73,805.2,WHEAT YIELD (Kg per ha),2757.72
3523,85.47,12.91,1.62,120.0,517.95,239.34,144.43,957.5,WHEAT YIELD (Kg per ha),2764.39
3524,78.67,18.48,2.86,120.0,517.95,210.93,133.59,722.7,WHEAT YIELD (Kg per ha),2323.28
3525,76.21,21.78,2.02,120.0,517.95,226.99,139.89,1133.6,WHEAT YIELD (Kg per ha),2676.31
3526,78.07,18.94,2.99,120.0,517.95,226.56,138.22,1024.55,WHEAT YIELD (Kg per ha),2896.64
3527,75.52,22.36,2.11,120.0,517.95,226.98,133.64,1024.55,WHEAT YIELD (Kg per ha),2984.58
3528,64.93,32.78,2.29,150.0,717.96,714.83,147.4,784.7,WHEAT YIELD (Kg per ha),3209.97
3529,65.86,33.37,0.77,150.0,717.96,691.37,144.13,867.4,WHEAT YIELD (Kg per ha),3460.92
3530,71.91,27.03,1.05,150.0,717.96,637.44,134.97,667.4,WHEAT YIELD (Kg per ha),3419.46
3531,73.4,26.45,0.16,150.0,717.96,662.0,138.22,792.9,WHEAT YIELD (Kg per ha),3423.66
3532,67.45,31.61,0.94,150.0,717.96,624.15,130.99,790.2,WHEAT YIELD (Kg per ha),2090.39
3533,65.94,33.16,0.9,150.0,717.96,576.92,127.6,607.2,WHEAT YIELD (Kg per ha),3127.45
3534,70.07,29.52,0.41,150.0,717.96,703.19,145.29,751.6333333333332,WHEAT YIELD (Kg per ha),3625.74
3535,68.95,30.41,0.64,150.0,717.96,671.49,144.76,751.6333333333332,WHEAT YIELD (Kg per ha),3332.6
3536,70.04,28.32,1.63,159.0,1980.98,574.09,144.94,897.0,WHEAT YIELD (Kg per ha),2681.45
3537,71.71,25.78,2.52,159.0,1980.98,583.83,147.15,877.0,WHEAT YIELD (Kg per ha),2989.37
3538,74.74,22.22,3.04,159.0,1980.98,580.94,148.32,704.2,WHEAT YIELD (Kg per ha),2790.74
3539,76.12,22.81,1.07,159.0,1980.98,581.9,149.43,747.6,WHEAT YIELD (Kg per ha),3059.52
3540,74.03,23.38,2.59,159.0,1980.98,575.69,149.67,739.2,WHEAT YIELD (Kg per ha),2658.41
3541,67.39,26.71,5.9,159.0,1980.98,583.25,146.57,679.6,WHEAT YIELD (Kg per ha),2794.89
3542,71.92,24.94,3.14,159.0,1980.97,600.3,148.64,774.1,WHEAT YIELD (Kg per ha),3261.3
3543,72.64,21.76,5.6,159.0,1980.97,592.9,150.37,774.1,WHEAT YIELD (Kg per ha),3040.36
3544,75.6,20.54,3.86,180.0,356.0,503.0,175.87,445.9,WHEAT YIELD (Kg per ha),4066.37
3545,76.28,21.42,2.31,180.0,449.56,594.0,177.84,620.1,WHEAT YIELD (Kg per ha),4752.33
3546,77.36,21.83,0.81,180.0,350.66,504.45,183.98,1178.7,WHEAT YIELD (Kg per ha),4415.93
3547,78.86,20.11,1.03,180.0,350.66,526.98,191.92,1499.1,WHEAT YIELD (Kg per ha),4376.11
3548,82.88,15.47,1.65,180.0,350.66,517.21,201.04,1047.3,WHEAT YIELD (Kg per ha),3240.17
3549,79.33,19.23,1.43,180.0,350.66,503.76,196.15,1167.7,WHEAT YIELD (Kg per ha),4542.22
3550,80.1,17.85,2.05,180.0,350.66,504.27,196.59,993.1333333333333,WHEAT YIELD (Kg per ha),4515.56
3551,82.07,15.78,2.15,180.0,350.66,503.29,196.72,993.1333333333333,WHEAT YIELD (Kg per ha),4606.19
3552,73.29,22.87,3.84,149.0,508.0,820.0,188.51,679.3,WHEAT YIELD (Kg per ha),4424.0
3553,74.27,23.02,2.71,149.0,508.0,818.0,188.05,332.2,WHEAT YIELD (Kg per ha),4925.33
3554,75.5,23.25,1.25,149.0,505.02,814.16,186.51,469.1,WHEAT YIELD (Kg per ha),4521.51
3555,80.32,18.93,0.75,149.0,505.02,818.32,187.08,685.8,WHEAT YIELD (Kg per ha),5026.95
3556,75.9,21.45,2.66,149.0,505.02,808.8,185.32,325.8,WHEAT YIELD (Kg per ha),4023.94
3557,73.94,23.91,2.16,149.0,505.02,835.2,191.23,562.9,WHEAT YIELD (Kg per ha),4502.67
3558,74.41,22.66,2.92,149.0,505.02,803.93,184.06,509.1833333333334,WHEAT YIELD (Kg per ha),4868.63
3559,76.28,20.6,3.12,149.0,505.02,815.18,186.63,509.1833333333334,WHEAT YIELD (Kg per ha),4776.0
3560,68.33,25.42,6.25,180.0,163.0,270.0,201.49,554.5,WHEAT YIELD (Kg per ha),4444.44
3561,70.47,24.92,4.61,180.0,163.0,271.0,202.24,7.0,WHEAT YIELD (Kg per ha),4927.27
3562,72.81,25.22,1.97,180.0,166.54,269.34,200.82,597.9,WHEAT YIELD (Kg per ha),4636.36
3563,76.69,19.59,3.73,180.0,166.54,271.73,205.13,696.7,WHEAT YIELD (Kg per ha),4936.94
3564,80.22,17.13,2.65,180.0,166.54,267.16,199.7,605.7,WHEAT YIELD (Kg per ha),3900.0
3565,77.19,20.18,2.63,180.0,166.54,266.41,198.9,659.2,WHEAT YIELD (Kg per ha),4263.64
3566,79.08,17.03,3.89,180.0,166.54,274.69,206.62,520.1666666666666,WHEAT YIELD (Kg per ha),4924.53
3567,82.96,12.67,4.36,180.0,166.54,265.8,199.65,520.1666666666666,WHEAT YIELD (Kg per ha),4842.59
3568,65.68,26.5,7.82,180.0,338.59,518.63,175.71,560.3,WHEAT YIELD (Kg per ha),4694.5
3569,68.05,27.45,4.49,180.0,338.59,517.85,175.8,666.8,WHEAT YIELD (Kg per ha),5084.52
3570,73.46,24.49,2.05,180.0,343.46,540.19,180.41,399.3,WHEAT YIELD (Kg per ha),4619.01
3571,76.98,20.27,2.74,180.0,343.46,527.55,178.73,593.9,WHEAT YIELD (Kg per ha),4951.39
3572,70.25,27.31,2.44,180.0,343.46,527.45,174.5,311.3,WHEAT YIELD (Kg per ha),4016.78
3573,68.84,28.69,2.48,180.0,343.46,532.23,172.63,376.0,WHEAT YIELD (Kg per ha),4513.13
3574,69.81,26.67,3.52,180.0,343.46,525.43,171.56,484.6000000000001,WHEAT YIELD (Kg per ha),4860.99
3575,71.63,24.55,3.82,180.0,343.46,518.92,169.91,484.6000000000001,WHEAT YIELD (Kg per ha),5050.7
3576,65.26,27.81,6.93,210.0,386.41,428.37,180.12,635.8,WHEAT YIELD (Kg per ha),4356.99
3577,67.66,27.43,4.91,210.0,386.41,433.15,182.43,673.8,WHEAT YIELD (Kg per ha),4610.8
3578,70.14,27.26,2.61,210.0,388.65,419.9,175.18,442.5,WHEAT YIELD (Kg per ha),4317.31
3579,74.62,22.05,3.34,210.0,388.65,412.09,172.42,586.0,WHEAT YIELD (Kg per ha),4601.92
3580,67.65,29.01,3.35,210.0,388.65,423.66,178.57,462.8,WHEAT YIELD (Kg per ha),3618.24
3581,66.92,30.51,2.58,210.0,388.65,413.32,171.75,593.8,WHEAT YIELD (Kg per ha),4187.21
3582,67.32,28.88,3.81,210.0,388.65,409.68,169.27,565.7833333333333,WHEAT YIELD (Kg per ha),4256.45
3583,69.31,26.47,4.22,210.0,388.65,406.61,168.43,565.7833333333333,WHEAT YIELD (Kg per ha),4450.96
3584,72.05,23.33,4.62,240.0,199.5,209.5,177.54,897.2,WHEAT YIELD (Kg per ha),4016.39
3585,71.24,25.44,3.32,240.0,199.5,206.0,175.32,11.9,WHEAT YIELD (Kg per ha),4683.33
3586,75.97,23.45,0.57,240.0,199.59,206.28,173.05,782.9,WHEAT YIELD (Kg per ha),4450.0
3587,78.85,19.78,1.37,240.0,199.59,200.93,167.95,957.8,WHEAT YIELD (Kg per ha),4551.35
3588,69.18,27.79,3.03,240.0,199.59,195.08,163.34,625.9,WHEAT YIELD (Kg per ha),4010.99
3589,65.27,31.17,3.55,240.0,199.59,187.21,156.83,830.2,WHEAT YIELD (Kg per ha),4382.02
3590,66.14,27.97,5.89,240.0,199.59,191.51,159.99,684.3166666666666,WHEAT YIELD (Kg per ha),4790.32
3591,70.17,22.45,7.38,240.0,199.59,197.53,164.8,684.3166666666666,WHEAT YIELD (Kg per ha),4891.3
3592,71.36,24.09,4.55,210.0,385.55,627.05,198.25,604.0,WHEAT YIELD (Kg per ha),4962.19
3593,73.52,23.83,2.65,210.0,385.55,628.65,200.02,68.6,WHEAT YIELD (Kg per ha),5369.23
3594,72.61,25.86,1.53,210.0,385.54,621.79,197.79,308.3,WHEAT YIELD (Kg per ha),4866.98
3595,79.07,19.11,1.82,210.0,385.54,461.02,146.69,554.5,WHEAT YIELD (Kg per ha),5217.74
3596,84.88,14.26,0.86,210.0,385.53,621.16,197.65,360.3,WHEAT YIELD (Kg per ha),4442.77
3597,82.92,16.25,0.83,210.0,385.53,628.27,199.96,622.4,WHEAT YIELD (Kg per ha),4670.33
3598,83.7,15.08,1.21,210.0,385.53,629.11,200.23,419.6833333333334,WHEAT YIELD (Kg per ha),5096.73
3599,85.48,13.3,1.21,210.0,385.53,582.8,185.77,419.6833333333334,WHEAT YIELD (Kg per ha),5152.41
3600,72.83,24.06,3.11,104.0,1051.5,1682.02,190.98,203.4,WHEAT YIELD (Kg per ha),4799.09
3601,72.82,24.7,2.48,104.0,1338.54,1989.38,185.37,61.8,WHEAT YIELD (Kg per ha),5113.09
3602,75.01,23.63,1.36,104.0,995.02,1687.32,192.22,65.5,WHEAT YIELD (Kg per ha),4805.62
3603,79.96,19.05,0.99,104.0,995.02,1812.08,206.71,333.7,WHEAT YIELD (Kg per ha),5124.87
3604,77.63,20.25,2.12,104.0,995.02,1687.82,193.77,204.7,WHEAT YIELD (Kg per ha),4535.36
3605,74.57,23.63,1.8,104.0,995.02,1700.18,193.55,169.9,WHEAT YIELD (Kg per ha),4585.88
3606,75.23,22.28,2.49,104.0,995.02,1674.03,190.88,173.16666666666666,WHEAT YIELD (Kg per ha),5132.21
3607,77.12,20.24,2.65,104.0,995.02,1693.31,193.42,173.16666666666666,WHEAT YIELD (Kg per ha),5119.07
3608,74.57,22.43,3.0,90.0,716.91,1200.98,190.86,253.0,WHEAT YIELD (Kg per ha),4772.5
3609,72.28,24.91,2.82,90.0,716.91,1202.62,190.96,132.2,WHEAT YIELD (Kg per ha),5039.29
3610,75.8,23.05,1.15,90.0,715.53,1206.3,190.16,215.9,WHEAT YIELD (Kg per ha),4687.86
3611,79.5,19.22,1.28,90.0,715.53,1200.76,189.59,592.5,WHEAT YIELD (Kg per ha),5023.02
3612,80.73,16.07,3.19,90.0,715.53,1197.42,191.92,336.8,WHEAT YIELD (Kg per ha),4633.72
3613,77.99,19.1,2.91,90.0,715.53,1209.48,193.11,399.2,WHEAT YIELD (Kg per ha),4658.28
3614,78.91,17.35,3.74,90.0,715.52,1195.22,191.21,321.59999999999997,WHEAT YIELD (Kg per ha),5220.2
3615,81.35,14.62,4.02,90.0,715.52,1205.64,194.44,321.59999999999997,WHEAT YIELD (Kg per ha),5247.07
3616,79.72,18.09,2.19,150.0,511.36,895.96,201.27,416.1,WHEAT YIELD (Kg per ha),5081.6
3617,79.33,18.72,1.96,150.0,511.36,901.28,202.92,30.5,WHEAT YIELD (Kg per ha),5449.9
3618,76.59,22.8,0.61,150.0,511.61,881.15,197.84,214.4,WHEAT YIELD (Kg per ha),5113.85
3619,83.59,15.71,0.71,150.0,511.61,901.71,201.97,325.4,WHEAT YIELD (Kg per ha),5415.46
3620,76.62,22.1,1.28,150.0,511.6,899.2,201.59,270.3,WHEAT YIELD (Kg per ha),4744.51
3621,74.61,23.95,1.45,150.0,511.6,885.78,199.21,492.7,WHEAT YIELD (Kg per ha),4830.57
3622,75.47,22.32,2.21,150.0,511.6,883.58,198.26,291.56666666666666,WHEAT YIELD (Kg per ha),5531.77
3623,77.42,20.24,2.34,150.0,511.6,885.96,198.4,291.56666666666666,WHEAT YIELD (Kg per ha),5490.02
3624,77.56,19.93,2.51,194.0,474.59,726.49,190.91,483.7,WHEAT YIELD (Kg per ha),4804.36
3625,79.6,18.88,1.52,194.0,474.59,727.07,191.31,79.5,WHEAT YIELD (Kg per ha),5380.51
3626,79.01,20.6,0.39,194.0,471.13,719.27,191.76,371.6,WHEAT YIELD (Kg per ha),4834.74
3627,80.14,18.83,1.03,194.0,471.13,714.5,189.92,503.8,WHEAT YIELD (Kg per ha),4953.1
3628,88.02,9.99,1.99,194.0,471.15,712.38,188.87,395.8,WHEAT YIELD (Kg per ha),4291.56
3629,81.67,16.09,2.25,194.0,471.15,709.73,187.82,514.1,WHEAT YIELD (Kg per ha),4610.66
3630,82.36,14.46,3.18,194.0,471.15,712.92,190.66,391.4166666666667,WHEAT YIELD (Kg per ha),5133.53
3631,85.13,11.45,3.42,194.0,471.15,703.95,187.52,391.4166666666667,WHEAT YIELD (Kg per ha),5261.53
3632,72.15,24.56,3.28,74.0,1410.82,2317.74,190.69,330.2,WHEAT YIELD (Kg per ha),4891.1
3633,71.33,25.76,2.91,74.0,1410.86,2306.4,190.5,300.4,WHEAT YIELD (Kg per ha),5169.33
3634,76.04,22.82,1.14,74.0,1410.82,2288.47,185.22,265.6,WHEAT YIELD (Kg per ha),4534.54
3635,78.48,20.42,1.1,74.0,1410.82,2333.96,189.98,415.4,WHEAT YIELD (Kg per ha),4938.2
3636,75.91,21.47,2.62,74.0,1410.82,2380.94,192.6,186.4,WHEAT YIELD (Kg per ha),4449.77
3637,74.77,24.0,1.23,74.0,1419.15,2402.74,193.26,299.0,WHEAT YIELD (Kg per ha),4586.91
3638,72.98,24.18,2.84,74.0,1411.15,2332.53,189.75,299.5,WHEAT YIELD (Kg per ha),4921.61
3639,73.15,23.26,3.6,74.0,1410.86,2343.98,187.43,299.5,WHEAT YIELD (Kg per ha),4980.16
3640,67.46,28.51,4.03,150.0,475.8,545.76,165.46,1019.3,WHEAT YIELD (Kg per ha),4518.43
3641,68.9,27.82,3.28,150.0,476.0,544.0,160.47,461.6,WHEAT YIELD (Kg per ha),4832.61
3642,70.42,27.9,1.68,150.0,475.8,516.03,160.34,486.0,WHEAT YIELD (Kg per ha),4452.66
3643,77.59,19.69,2.71,150.0,475.8,544.61,168.31,401.0,WHEAT YIELD (Kg per ha),4473.9
3644,72.48,23.54,3.98,150.0,475.8,536.73,164.38,297.0,WHEAT YIELD (Kg per ha),3285.71
3645,74.27,24.39,1.34,150.0,476.0,542.0,168.32,466.7,WHEAT YIELD (Kg per ha),3987.59
3646,73.67,22.79,3.54,150.0,476.0,540.0,182.43,521.9333333333334,WHEAT YIELD (Kg per ha),4416.14
3647,73.52,22.59,3.88,150.0,476.0,548.0,180.86,521.9333333333334,WHEAT YIELD (Kg per ha),4534.26
3648,74.5,22.23,3.27,101.0,319.25,542.7,197.95,711.7,WHEAT YIELD (Kg per ha),4570.0
3649,74.57,23.46,1.97,101.0,319.04,546.4,199.29,688.7,WHEAT YIELD (Kg per ha),5270.22
3650,76.61,22.76,0.63,101.0,319.43,539.54,196.45,220.6,WHEAT YIELD (Kg per ha),4320.27
3651,83.95,15.02,1.04,101.0,319.43,540.24,197.13,485.7,WHEAT YIELD (Kg per ha),4582.15
3652,80.12,16.69,3.19,101.0,319.43,544.66,194.3,282.9,WHEAT YIELD (Kg per ha),3724.23
3653,78.09,20.92,0.98,101.0,314.86,544.94,194.25,416.8,WHEAT YIELD (Kg per ha),4387.64
3654,76.18,19.19,4.62,101.0,319.04,513.4,180.43,467.7333333333333,WHEAT YIELD (Kg per ha),4880.23
3655,78.69,17.42,3.89,101.0,319.04,541.94,191.67,467.7333333333333,WHEAT YIELD (Kg per ha),5012.68
3656,67.09,29.7,3.22,95.0,460.25,669.44,184.25,704.0,WHEAT YIELD (Kg per ha),4633.1
3657,67.63,29.43,2.94,95.0,460.51,667.25,180.38,593.3,WHEAT YIELD (Kg per ha),4619.19
3658,68.2,30.2,1.6,95.0,460.25,649.21,172.13,377.6,WHEAT YIELD (Kg per ha),4569.24
3659,78.4,20.21,1.4,95.0,460.25,669.02,176.92,407.7,WHEAT YIELD (Kg per ha),4707.89
3660,75.64,21.76,2.6,95.0,460.23,686.56,181.74,293.6,WHEAT YIELD (Kg per ha),3903.21
3661,70.0,29.2,0.8,95.0,460.22,687.17,181.63,273.7,WHEAT YIELD (Kg per ha),4130.12
3662,69.93,27.95,2.12,95.0,460.22,681.6,180.16,441.6499999999999,WHEAT YIELD (Kg per ha),4659.28
3663,68.64,28.17,3.19,95.0,460.51,671.28,173.89,441.6499999999999,WHEAT YIELD (Kg per ha),4440.22
3664,70.1,23.5,6.4,195.0,382.67,456.31,178.61,1172.0,WHEAT YIELD (Kg per ha),3935.66
3665,72.69,23.26,4.05,195.0,383.0,461.0,179.38,1215.0,WHEAT YIELD (Kg per ha),4984.03
3666,77.67,20.76,1.57,195.0,382.67,461.65,180.72,549.5,WHEAT YIELD (Kg per ha),4199.06
3667,83.21,15.06,1.73,195.0,382.67,450.34,176.1,947.6,WHEAT YIELD (Kg per ha),4478.72
3668,77.44,18.15,4.41,195.0,382.67,462.11,181.63,686.4,WHEAT YIELD (Kg per ha),3675.26
3669,77.8,19.89,2.31,195.0,383.0,460.0,183.27,689.9,WHEAT YIELD (Kg per ha),4311.93
3670,74.15,19.8,6.05,195.0,383.0,452.0,189.12,876.7333333333332,WHEAT YIELD (Kg per ha),4451.35
3671,78.43,17.45,4.13,195.0,383.0,462.0,193.31,876.7333333333332,WHEAT YIELD (Kg per ha),4624.1
3672,73.94,22.61,3.46,180.0,731.02,1168.12,190.97,581.8,WHEAT YIELD (Kg per ha),4550.57
3673,73.28,24.29,2.42,180.0,730.96,1161.6,192.38,487.5,WHEAT YIELD (Kg per ha),5541.52
3674,78.24,20.22,1.55,180.0,731.84,1159.08,191.94,359.6,WHEAT YIELD (Kg per ha),4661.93
3675,86.68,11.97,1.34,180.0,731.84,1152.17,193.72,691.8,WHEAT YIELD (Kg per ha),4874.7
3676,81.18,16.49,2.34,180.0,731.84,1153.62,192.09,561.7,WHEAT YIELD (Kg per ha),4031.25
3677,81.74,16.79,1.46,180.0,727.14,1145.06,191.02,639.7,WHEAT YIELD (Kg per ha),4655.03
3678,79.87,17.74,2.39,180.0,730.96,1174.6,190.85,553.6833333333333,WHEAT YIELD (Kg per ha),4822.17
3679,80.94,16.16,2.9,180.0,730.96,1170.06,194.93,553.6833333333333,WHEAT YIELD (Kg per ha),4921.16
3680,71.3,26.86,1.84,120.0,590.66,804.78,171.9,474.5,WHEAT YIELD (Kg per ha),4589.83
3681,69.14,29.74,1.12,120.0,590.63,802.35,174.66,243.0,WHEAT YIELD (Kg per ha),5191.63
3682,76.75,22.82,0.43,120.0,590.68,761.59,171.47,263.5,WHEAT YIELD (Kg per ha),4134.8
3683,80.34,18.72,0.94,120.0,590.68,780.85,176.48,262.8,WHEAT YIELD (Kg per ha),4402.64
3684,78.34,19.81,1.85,120.0,590.68,771.04,172.91,147.7,WHEAT YIELD (Kg per ha),3640.93
3685,76.41,21.59,2.0,120.0,590.63,796.09,179.15,322.3,WHEAT YIELD (Kg per ha),4116.74
3686,75.29,22.44,2.27,120.0,590.63,757.87,166.06,285.6333333333333,WHEAT YIELD (Kg per ha),5166.25
3687,77.46,20.25,2.29,120.0,590.63,811.74,181.85,285.6333333333333,WHEAT YIELD (Kg per ha),4802.67
3688,69.38,24.36,6.26,180.0,606.94,582.15,148.27,670.3,WHEAT YIELD (Kg per ha),2875.25
3689,78.78,17.57,3.64,180.0,606.94,576.38,146.68,883.7,WHEAT YIELD (Kg per ha),3297.05
3690,75.67,21.12,3.21,180.0,606.94,573.84,146.18,713.3,WHEAT YIELD (Kg per ha),3251.61
3691,79.21,18.32,2.47,180.0,596.43,570.26,146.36,1541.9,WHEAT YIELD (Kg per ha),3246.28
3692,74.39,21.65,3.97,180.0,596.59,580.06,149.65,567.6,WHEAT YIELD (Kg per ha),2058.05
3693,71.44,23.76,4.8,180.0,596.59,589.91,154.17,737.5,WHEAT YIELD (Kg per ha),3230.38
3694,68.21,25.97,5.82,180.0,596.59,600.53,156.87,852.3833333333332,WHEAT YIELD (Kg per ha),3601.9
3695,73.66,22.47,3.87,180.0,244.51,160.08,140.27,852.3833333333332,WHEAT YIELD (Kg per ha),3760.46
3696,75.3,20.96,3.74,180.0,421.5,495.23,152.36,450.6,WHEAT YIELD (Kg per ha),3376.75
3697,78.5,18.11,3.39,180.0,421.5,496.71,153.71,503.9,WHEAT YIELD (Kg per ha),3931.74
3698,75.94,22.3,1.76,180.0,421.5,493.54,152.21,509.1,WHEAT YIELD (Kg per ha),3690.6
3699,77.0,20.25,2.75,180.0,421.5,478.77,148.61,1063.7,WHEAT YIELD (Kg per ha),3723.01
3700,74.04,21.52,4.44,180.0,421.5,478.04,149.16,510.4,WHEAT YIELD (Kg per ha),2894.02
3701,69.19,25.96,4.85,180.0,421.5,492.0,152.98,784.3,WHEAT YIELD (Kg per ha),3763.09
3702,67.69,26.8,5.51,180.0,421.5,492.0,152.98,637.0,WHEAT YIELD (Kg per ha),4199.1
3703,70.01,25.4,4.58,180.0,421.5,489.46999999999997,151.7157142857143,637.0,WHEAT YIELD (Kg per ha),4208.48
3704,67.74,25.15,7.11,134.0,667.22,732.42,156.81,376.9,WHEAT YIELD (Kg per ha),4047.15
3705,71.34,24.39,4.27,134.0,667.23,729.82,157.9,438.4,WHEAT YIELD (Kg per ha),4231.74
3706,72.44,24.54,3.02,134.0,667.23,721.54,157.36,395.4,WHEAT YIELD (Kg per ha),4546.2
3707,76.74,20.49,2.77,134.0,667.23,707.84,156.43,923.8,WHEAT YIELD (Kg per ha),4360.94
3708,73.95,21.58,4.48,134.0,667.23,719.42,156.38,467.0,WHEAT YIELD (Kg per ha),3084.02
3709,69.14,25.96,4.91,134.0,667.23,729.23,161.13,587.5,WHEAT YIELD (Kg per ha),3910.32
3710,67.59,26.95,5.47,134.0,667.23,730.09,161.21,531.5,WHEAT YIELD (Kg per ha),4399.81
3711,71.45,24.0,4.55,134.0,667.2285714285715,724.3371428571429,158.17428571428573,531.5,WHEAT YIELD (Kg per ha),4249.36
3712,71.7,22.95,5.35,180.0,438.09,593.54,172.6,351.1,WHEAT YIELD (Kg per ha),3950.99
3713,74.86,21.66,3.49,180.0,438.09,592.72,171.85,330.5,WHEAT YIELD (Kg per ha),4208.99
3714,73.45,23.49,3.06,180.0,438.09,590.94,173.02,398.6,WHEAT YIELD (Kg per ha),4513.63
3715,77.13,20.13,2.75,180.0,438.09,593.07,173.66,530.7,WHEAT YIELD (Kg per ha),4146.14
3716,74.09,21.49,4.42,180.0,438.09,601.94,174.94,340.3,WHEAT YIELD (Kg per ha),2736.36
3717,69.22,25.96,4.83,180.0,438.09,577.59,169.37,552.4,WHEAT YIELD (Kg per ha),3839.56
3718,67.73,26.73,5.53,180.0,438.09,606.15,177.63,417.2666666666667,WHEAT YIELD (Kg per ha),4266.06
3719,68.17,26.39,5.44,180.0,438.09000000000003,593.7071428571429,173.2957142857143,417.2666666666667,WHEAT YIELD (Kg per ha),4482.97
3720,65.64,26.18,8.18,187.0,551.42,776.4,171.53,437.4,WHEAT YIELD (Kg per ha),3396.73
3721,71.83,24.05,4.12,187.0,551.42,780.63,172.26,422.0,WHEAT YIELD (Kg per ha),3654.98
3722,69.57,26.81,3.62,187.0,551.42,791.97,174.65,496.6,WHEAT YIELD (Kg per ha),3585.95
3723,77.89,19.42,2.69,187.0,551.42,795.02,175.44,650.5,WHEAT YIELD (Kg per ha),3678.51
3724,74.38,21.3,4.31,187.0,551.42,789.25,173.63,387.1,WHEAT YIELD (Kg per ha),2418.17
3725,69.37,25.96,4.67,187.0,551.42,820.13,180.31,543.8,WHEAT YIELD (Kg per ha),3334.31
3726,68.01,26.32,5.66,187.0,551.42,821.32,180.57,489.56666666666666,WHEAT YIELD (Kg per ha),4002.79
3727,68.37,24.7,6.94,187.0,551.42,796.3885714285715,175.4842857142857,489.56666666666666,WHEAT YIELD (Kg per ha),4159.11
3728,63.7,31.0,5.31,180.0,330.33,396.32,147.23,431.6,WHEAT YIELD (Kg per ha),3749.13
3729,62.46,35.96,1.57,180.0,330.33,398.4,147.92,507.6,WHEAT YIELD (Kg per ha),3687.67
3730,62.02,35.56,2.42,180.0,330.33,400.05,148.7,542.6,WHEAT YIELD (Kg per ha),3706.93
